timestamp,vibration,temperature
2004.02.16.20.22.39,0.07407,49.44
2004.02.16.20.32.39,0.07597,50.85
2004.02.16.20.42.39,0.0758,49.04
2004.02.16.20.52.39,0.07345,50.23
2004.02.16.21.02.39,0.07586,50.72
2004.02.16.21.12.39,0.07657,49.28
2004.02.16.21.22.39,0.07685,51.44
2004.02.16.21.32.39,0.07642,50.09
2004.02.16.21.42.39,0.07578,50.48
2004.02.16.21.52.39,0.07569,49.62
2004.02.16.22.02.39,0.0753,50.27
2004.02.16.22.12.39,0.07631,49.49
2004.02.16.22.22.39,0.07894,50.73
2004.02.16.22.32.39,0.08147,51.8
2004.02.16.22.42.39,0.08039,50.61
2004.02.16.22.52.39,0.08096,50.4
2004.02.16.23.02.39,0.0814,51.36
2004.02.16.23.12.39,0.07997,52.46
2004.02.16.23.22.39,0.08077,50.99
2004.02.16.23.32.39,0.08167,52.61
2004.02.16.23.42.39,0.07849,51.33
2004.02.16.23.52.39,0.08167,50.62
2004.02.17.00.02.39,0.08147,50.18
2004.02.17.00.12.39,0.08011,52.03
2004.02.17.00.22.39,0.08079,49.73
2004.02.17.00.32.39,0.08013,50.6
2004.02.17.00.42.39,0.0818,51.42
2004.02.17.00.52.39,0.08194,52.44
2004.02.17.01.02.39,0.08062,51.4
2004.02.17.01.12.39,0.0798,50.67
2004.02.17.01.22.39,0.08145,51.13
2004.02.17.01.32.39,0.08173,52.49
2004.02.17.01.42.39,0.08072,51.55
2004.02.17.01.52.39,0.07943,49.9
2004.02.17.02.02.39,0.08214,50.3
2004.02.17.02.12.39,0.08146,51.63
2004.02.17.02.22.39,0.08076,50.1
2004.02.17.02.32.39,0.07921,49.82
2004.02.17.02.42.39,0.07834,50.01
2004.02.17.02.52.39,0.0804,49.82
2004.02.17.03.02.39,0.07891,49.84
2004.02.17.03.12.39,0.08019,50.94
2004.02.17.03.22.39,0.08104,52.04
2004.02.17.03.32.39,0.08096,52.22
2004.02.17.03.42.39,0.07913,49.4
2004.02.17.03.52.39,0.08005,52.02
2004.02.17.04.02.39,0.08032,51.05
2004.02.17.04.12.39,0.08035,50.97
2004.02.17.04.22.39,0.08012,50.0
2004.02.17.04.32.39,0.08085,50.51
2004.02.17.04.42.39,0.08183,50.81
2004.02.17.04.52.39,0.08148,52.61
2004.02.17.05.02.39,0.08064,50.25
2004.02.17.05.12.39,0.08053,51.17
2004.02.17.05.22.39,0.08094,51.5
2004.02.17.05.32.39,0.08057,52.1
2004.02.17.05.42.39,0.08155,52.64
2004.02.17.05.52.39,0.08189,50.65
2004.02.17.06.02.39,0.08233,51.22
2004.02.17.06.12.39,0.08108,50.03
2004.02.17.06.22.39,0.08071,52.48
2004.02.17.06.32.39,0.08156,51.91
2004.02.17.06.42.39,0.08279,50.24
2004.02.17.06.52.39,0.08143,51.42
2004.02.17.07.02.39,0.08378,52.6
2004.02.17.07.12.39,0.08571,51.95
2004.02.17.07.22.39,0.09,53.98
2004.02.17.07.32.39,0.11648,59.58
2004.02.17.07.42.39,0.11979,59.59
2004.02.17.07.52.39,0.1203,59.98
2004.02.17.08.02.39,0.11844,59.11
2004.02.17.08.12.39,0.11737,58.81
2004.02.17.08.22.39,0.12105,59.65
2004.02.17.08.32.39,0.11735,58.41
2004.02.17.08.42.39,0.11516,58.78
2004.02.17.08.52.39,0.12101,60.64
2004.02.17.09.02.39,0.11763,58.36
2004.02.17.09.12.39,0.11799,57.12
2004.02.17.09.22.39,0.11826,57.46
2004.02.17.09.32.39,0.11888,57.55
2004.02.17.09.42.39,0.11847,59.45
2004.02.17.09.52.39,0.11374,58.89
2004.02.17.10.02.39,0.11534,57.48
2004.02.17.10.12.39,0.11541,57.44
2004.02.17.10.22.39,0.11773,57.1
2004.02.17.10.32.39,0.11437,57.28
2004.02.17.10.42.39,0.11579,59.58
2004.02.17.10.52.39,0.11391,57.31
2004.02.17.11.02.39,0.11489,59.19
2004.02.17.11.12.39,0.1136,57.79
2004.02.17.11.22.39,0.11794,57.84
2004.02.17.11.32.39,0.11731,58.8
2004.02.17.11.42.39,0.11517,57.71
2004.02.17.11.52.39,0.11509,58.03
2004.02.17.12.02.39,0.1164,57.1
2004.02.17.12.12.39,0.11623,57.27
2004.02.17.12.22.39,0.10966,56.04
2004.02.17.12.32.39,0.1139,58.9
2004.02.17.12.42.39,0.11044,57.13
2004.02.17.12.52.39,0.11118,56.94
2004.02.17.13.02.39,0.10978,56.3
2004.02.17.13.12.39,0.11009,56.99
2004.02.17.13.22.39,0.1105,56.9
2004.02.17.13.32.39,0.10378,55.21
2004.02.17.13.42.39,0.10159,56.72
2004.02.17.13.52.39,0.1066,57.72
2004.02.17.14.02.39,0.1043,56.67
2004.02.17.14.12.39,0.10416,55.77
2004.02.17.14.22.39,0.10006,55.95
2004.02.17.14.32.39,0.10148,56.21
2004.02.17.14.42.39,0.10119,54.99
2004.02.17.14.52.39,0.10338,56.24
2004.02.17.15.02.39,0.10047,56.1
2004.02.17.15.12.39,0.102,54.7
2004.02.17.15.22.39,0.09623,53.0
2004.02.17.15.32.39,0.10207,54.57
2004.02.17.15.42.39,0.1009,56.32
2004.02.17.15.52.39,0.09795,53.87
2004.02.17.16.02.39,0.09916,53.76
2004.02.17.16.12.39,0.09811,53.41
2004.02.17.16.22.39,0.09635,53.08
2004.02.17.16.32.39,0.09458,53.91
2004.02.17.16.42.39,0.09275,53.65
2004.02.17.16.52.39,0.09295,52.55
2004.02.17.17.02.39,0.09175,54.22
2004.02.17.17.12.39,0.09141,54.27
2004.02.17.17.22.39,0.08996,52.88
2004.02.17.17.32.39,0.08809,52.67
2004.02.17.17.42.39,0.08808,53.09
2004.02.17.17.52.39,0.0851,52.43
2004.02.17.18.02.39,0.0849,51.76
2004.02.17.18.12.39,0.08434,52.32
2004.02.17.18.22.39,0.08426,52.02
2004.02.17.18.32.39,0.08374,51.38
2004.02.17.18.42.39,0.08394,52.41
2004.02.17.18.52.39,0.08375,52.29
2004.02.17.19.02.39,0.0816,52.17
2004.02.17.19.12.39,0.08211,52.91
2004.02.17.19.22.39,0.08246,52.35
2004.02.17.19.32.39,0.08077,51.02
2004.02.17.19.42.39,0.08004,51.97
2004.02.17.19.52.39,0.08164,51.43
2004.02.17.20.02.39,0.08117,51.09
2004.02.17.20.12.39,0.07994,50.37
2004.02.17.20.22.39,0.0795,49.58
2004.02.17.20.32.39,0.07919,51.96
2004.02.17.20.42.39,0.07678,49.74
2004.02.17.20.52.39,0.07917,51.81
2004.02.17.21.02.39,0.07824,49.34
2004.02.17.21.12.39,0.07804,50.89
2004.02.17.21.22.39,0.07698,50.32
2004.02.17.21.32.39,0.07929,49.88
2004.02.17.21.42.39,0.07752,49.66
2004.02.17.21.52.39,0.07971,51.99
2004.02.17.22.02.39,0.07792,51.73
2004.02.17.22.12.39,0.07741,50.7
2004.02.17.22.22.39,0.07884,50.67
2004.02.17.22.32.39,0.07949,49.55
2004.02.17.22.42.39,0.07956,52.16
2004.02.17.22.52.39,0.08071,51.59
2004.02.17.23.02.39,0.08081,51.5
2004.02.17.23.12.39,0.08019,51.92
2004.02.17.23.22.39,0.08107,49.71
2004.02.17.23.32.39,0.07881,49.89
2004.02.17.23.42.39,0.08147,51.19
2004.02.17.23.52.39,0.08141,50.59
2004.02.18.00.02.39,0.08114,52.59
2004.02.18.00.12.39,0.0816,51.02
2004.02.18.00.22.39,0.081,52.62
2004.02.18.00.32.39,0.08334,50.5
2004.02.18.00.42.39,0.08225,51.9
2004.02.18.00.52.39,0.08297,52.61
2004.02.18.01.02.39,0.08415,52.82
2004.02.18.01.12.39,0.08431,52.64
2004.02.18.01.22.39,0.08319,51.12
2004.02.18.01.32.39,0.08434,53.18
2004.02.18.01.42.39,0.08413,50.98
2004.02.18.01.52.39,0.08273,51.96
2004.02.18.02.02.39,0.0833,50.67
2004.02.18.02.12.39,0.08389,50.94
2004.02.18.02.22.39,0.08458,50.5
2004.02.18.02.32.39,0.08438,51.56
2004.02.18.02.42.39,0.08447,51.53
2004.02.18.02.52.39,0.08491,52.68
2004.02.18.03.02.39,0.08581,50.85
2004.02.18.03.12.39,0.08653,51.93
2004.02.18.03.22.39,0.08473,50.52
2004.02.18.03.32.39,0.08603,50.77
2004.02.18.03.42.39,0.10158,56.03
2004.02.18.03.52.39,0.10179,55.17
2004.02.18.04.02.39,0.10005,56.09
2004.02.18.04.12.39,0.10488,55.7
2004.02.18.04.22.39,0.102,55.66
2004.02.18.04.32.39,0.10476,56.56
2004.02.18.04.42.39,0.10702,56.42
2004.02.18.04.52.39,0.10452,56.58
2004.02.18.05.02.39,0.10831,56.3
2004.02.18.05.12.39,0.10716,57.76
2004.02.18.05.22.39,0.10998,55.63
2004.02.18.05.32.39,0.10995,55.51
2004.02.18.05.42.39,0.11442,57.32
2004.02.18.05.52.39,0.11166,57.81
2004.02.18.06.02.39,0.11485,57.48
2004.02.18.06.12.39,0.11694,58.48
2004.02.18.06.22.39,0.11676,57.71
2004.02.18.06.32.39,0.1163,57.55
2004.02.18.06.42.39,0.11679,58.09
2004.02.18.06.52.39,0.11827,57.43
2004.02.18.07.02.39,0.1179,58.6
2004.02.18.07.12.39,0.11856,59.71
2004.02.18.07.22.39,0.119,57.4
2004.02.18.07.32.39,0.11833,57.51
2004.02.18.07.42.39,0.11681,56.87
2004.02.18.07.52.39,0.12197,60.86
2004.02.18.08.02.39,0.124,59.93
2004.02.18.08.12.39,0.12353,60.09
2004.02.18.08.22.39,0.12381,59.18
2004.02.18.08.32.39,0.12062,57.81
2004.02.18.08.42.39,0.11739,59.83
2004.02.18.08.52.39,0.11565,59.22
2004.02.18.09.02.39,0.11736,58.28
2004.02.18.09.12.39,0.11813,58.5
2004.02.18.09.22.39,0.12217,58.74
2004.02.18.09.32.39,0.1173,57.54
2004.02.18.09.42.39,0.11561,58.66
2004.02.18.09.52.39,0.11779,60.05
2004.02.18.10.02.39,0.11536,57.07
2004.02.18.10.12.39,0.12013,59.15
2004.02.18.10.22.39,0.11887,59.52
2004.02.18.10.32.39,0.11673,58.84
2004.02.18.10.42.39,0.1163,57.11
2004.02.18.10.52.39,0.11142,57.1
2004.02.18.11.02.39,0.11011,56.31
2004.02.18.11.12.39,0.1092,56.06
2004.02.18.11.22.39,0.10898,58.13
2004.02.18.11.32.39,0.10961,56.58
2004.02.18.11.42.39,0.10869,55.97
2004.02.18.11.52.39,0.11876,60.17
2004.02.18.12.02.39,0.12194,60.06
2004.02.18.12.12.39,0.11609,56.95
2004.02.18.12.22.39,0.11481,57.29
2004.02.18.12.32.39,0.11596,59.11
2004.02.18.12.42.39,0.11243,58.03
2004.02.18.12.52.39,0.10986,57.56
2004.02.18.13.02.39,0.11151,56.64
2004.02.18.13.12.39,0.11318,58.69
2004.02.18.13.22.39,0.11035,55.62
2004.02.18.13.32.39,0.10867,57.19
2004.02.18.13.42.39,0.11059,56.17
2004.02.18.13.52.39,0.11285,59.0
2004.02.18.14.02.39,0.1133,58.22
2004.02.18.14.12.39,0.1124,58.34
2004.02.18.14.22.39,0.11149,57.17
2004.02.18.14.32.39,0.1125,57.41
2004.02.18.14.42.39,0.11693,57.18
2004.02.18.14.52.39,0.11234,58.67
2004.02.18.15.02.39,0.10556,54.9
2004.02.18.15.12.39,0.10125,56.02
2004.02.18.15.22.39,0.09899,54.32
2004.02.18.15.32.39,0.09556,55.54
2004.02.18.15.42.39,0.09482,55.43
2004.02.18.15.52.39,0.09398,52.31
2004.02.18.16.02.39,0.09209,52.78
2004.02.18.16.12.39,0.09362,54.52
2004.02.18.16.22.39,0.09314,52.61
2004.02.18.16.32.39,0.0934,53.17
2004.02.18.16.42.39,0.09741,53.01
2004.02.18.16.52.39,0.09935,55.37
2004.02.18.17.02.39,0.10904,56.0
2004.02.18.17.12.39,0.11512,57.34
2004.02.18.17.22.39,0.1225,59.26
2004.02.18.17.32.39,0.12976,60.5
2004.02.18.17.42.39,0.13361,61.8
2004.02.18.17.52.39,0.1343,61.57
2004.02.18.18.02.39,0.13459,63.11
2004.02.18.18.12.39,0.12973,62.07
2004.02.18.18.22.39,0.1241,58.82
2004.02.18.18.32.39,0.12942,59.61
2004.02.18.18.42.39,0.13104,61.27
2004.02.18.18.52.39,0.13032,60.54
2004.02.18.19.02.39,0.14065,63.55
2004.02.18.19.12.39,0.13239,60.89
2004.02.18.19.22.39,0.12704,61.5
2004.02.18.19.32.39,0.13002,61.82
2004.02.18.19.42.39,0.12517,58.69
2004.02.18.19.52.39,0.12989,59.96
2004.02.18.20.02.39,0.12623,59.31
2004.02.18.20.12.39,0.13544,62.28
2004.02.18.20.22.39,0.13355,61.84
2004.02.18.20.32.39,0.12994,61.83
2004.02.18.20.42.39,0.12925,61.36
2004.02.18.20.52.39,0.12224,59.83
2004.02.18.21.02.39,0.11612,58.13
2004.02.18.21.12.39,0.12288,58.1
2004.02.18.21.22.39,0.13251,62.94
2004.02.18.21.32.39,0.13018,60.13
2004.02.18.21.42.39,0.13848,61.2
2004.02.18.21.52.39,0.14577,65.64
2004.02.18.22.02.39,0.15188,66.25
2004.02.18.22.12.39,0.16506,66.84
2004.02.18.22.22.39,0.18908,71.42
2004.02.18.22.32.39,0.14993,64.78
2004.02.18.22.42.39,0.14828,65.56
2004.02.18.22.52.39,0.14838,64.13
2004.02.18.23.02.39,0.12903,60.06
2004.02.18.23.12.39,0.12588,59.45
2004.02.18.23.22.39,0.13193,62.57
2004.02.18.23.32.39,0.12967,61.32
2004.02.18.23.42.39,0.15189,64.32
2004.02.18.23.52.39,0.14586,63.25
2004.02.19.00.02.39,0.16089,67.48
2004.02.19.00.12.39,0.14289,63.7
2004.02.19.00.22.39,0.12945,61.73
2004.02.19.00.32.39,0.12358,58.75
2004.02.19.00.42.39,0.12454,59.63
2004.02.19.00.52.39,0.13982,64.4
2004.02.19.01.02.39,0.16089,67.47
2004.02.19.01.12.39,0.17741,69.36
2004.02.19.01.22.39,0.15333,65.67
2004.02.19.01.32.39,0.17944,71.42
2004.02.19.01.42.39,0.15562,66.82
2004.02.19.01.52.39,0.17179,69.82
2004.02.19.02.02.39,0.16295,67.45
2004.02.19.02.12.39,0.19725,74.21
2004.02.19.02.22.39,0.15504,65.79
2004.02.19.02.32.39,0.17243,69.25
2004.02.19.02.42.39,0.20412,76.23
2004.02.19.02.52.39,0.18302,72.05
2004.02.19.03.02.39,0.18232,70.14
2004.02.19.03.12.39,0.19476,72.59
2004.02.19.03.22.39,0.23014,81.67
2004.02.19.03.32.39,0.22803,79.11
2004.02.19.03.42.39,0.28039,92.02
2004.02.19.03.52.39,0.25395,85.14
2004.02.19.04.02.39,0.25513,86.22
2004.02.19.04.12.39,0.26933,88.16
2004.02.19.04.22.39,0.29422,92.38
2004.02.19.04.32.39,0.29985,96.36
2004.02.19.04.42.39,0.24855,84.99
2004.02.19.04.52.39,0.32918,101.67
2004.02.19.05.02.39,0.41671,119.01
2004.02.19.05.12.39,0.35194,104.23
2004.02.19.05.22.39,0.33825,102.26
2004.02.19.05.32.39,0.30137,96.07
2004.02.19.05.42.39,0.45332,126.84
2004.02.19.05.52.39,0.33757,102.27
2004.02.19.06.02.39,0.35109,106.4
2004.02.19.06.12.39,0.00186,34.12
2004.02.19.06.22.39,0.00117,35.18
